index,manga_title
3391,Koukyuu Days
3392,Ito Junji Kyoufu Manga Collection - Chi Tamaki
3393,Kuzu no Honkai
3394,Toaru Kagaku no Railgun: Giten Railgun
3395,Stay Gold
3396,Silver Diamond Gaiden
3397,Kijitora Neko no Koume-san
3398,Grisaia no Kajitsu: Sanctuary Fellows
3399,Dangan Honey
3400,Ludwig Gensoukyoku
3401,Fudanshi Koukou Seikatsu
3402,Tonari no Kyuuketsuki-san
3403,Kenka Banchou Otome: Koi no Battle Royal
3404,Koutetsujou no Kabaneri
3405,Op: Yoake Itaru no Iro no Nai Hibi
3406,Rokudou no Onna-tachi
3407,Machigatta Ko wo Mahou Shoujo ni Shiteshimatta
3408,Kimi ga Shinu Natsu ni
3409,Violence Action
3410,γ
3411,Kingdom - Soushuuhen
3412,Dr. Duo
3413,Ayakari-Zoushi
3414,Graineliers
3415,Kimi no Iru Machi: Mousou 200-wa
3416,Senakagurashi
3417,Mokushiroku Alice
3418,Ousama-tachi no Viking
3419,Rudolf Turkey
3420,Sakura Discord
3421,Tonari no Robot
3422,Frau Faust
3423,Tenjou Tenge
3424,Sono Mukou no Mukougawa
3425,Sei♥Dragon Girl
3426,Apothecarius Argentum
3427,Bijo ga Yajuu
3428,FLCL
3429,Goth
3430,Doujin Work
3431,Yumeyume Kirakiradou
3432,Slayers: Knight of the Aqualord
3433,Skyhigh
3434,Lodoss-tou Senki: Eiyuu Kishi Den
3435,Yousai Gakuen
3436,Zero-In
3437,Tomodachi
3438,Kimi to Scandal!
3439,Mizu no Yakata
3440,Hakaiou Noritaka!
3441,Eikoku Kizoku Goyoutashi
3442,Hokuto no Ken - Toki Gaiden
3443,W-Pinch!!
3444,Lovey Dovey
3445,Shura no Mon
3446,Full Moon Joker
3447,Peace Maker
3448,Shuffle: Tick! Tack!
3449,High School! Kimengumi
3450,Ojousama no Himitsu♥
3451,M☆G☆Darling
3452,Love Fighter!
3453,Brave 10
3454,Street Fighter: Sakura Ganbaru!
3455,GeGeGe no Kitarou
3456,Shinsetsu Bobobo-bo Bo-bobo
3457,Aphorism
3458,Code Geass: Hangyaku no Lelouch Koushiki Comic Anthology For Girls - Knight
3459,Kami no Hidarite Akuma no Migite
3460,Kono Uchi de Kimi to
3461,+C: Sword and Cornett
3462,Inu wo Kau
3463,Mirai Nikki: Paradox
3464,Koigokoro♥Koushinchuu
3465,Gate 7
3466,Koakuma Lion
3467,Jiujiu: Jujuu
3468,Tantei Xeno to Nanatsu no Satsujin Misshitsu
3469,Oinari JK Tamamo-chan!
3470,Seikaku Kuzu de Nani ga Warui
3471,Shuukan Shounen Hachi
3472,Oukyuu no Trinity
3473,Cotton Candy
3474,Yurikon
3475,Karekore Kirakira Machi
3476,Hitomi-chan wa Hitomishiri
3477,Shinigami ni Sodaterareta Shoujo wa Shikkoku no Ken wo Mune ni Idaku
3478,Fire Emblem Heroes: Eiyuu-tachi no Nichijou
3479,Haikei... Koroshiya-san to Kekkon Shimashita
3480,Mikansei demo Koi ga Ii
3481,Yuko Sae Tatakaeba
3482,Kijima-san to Yamada-san
3483,Sodom no Hana ni Kiraboshi
3484,Ore no Imouto ga Konnani Kawaii Wake ga Nai: Ayase If
3485,Futari Escape
3486,Sanju Mariko
3487,Hisakata no Oto
3488,Best of Best: Itou Junji Tanpenshuu
3489,Isekai demo Bunan ni Ikitai Shoukougun
3490,Shinsetsu Ookami to Koushinryou: Ookami to Youhishi
3491,Spider-Man: Itsuwari no Aka
3492,Yuujin Character wa Taihen desu ka?
3493,Mahoutsukai no Yome Shihen.108: Majutsushi no Ao
3494,Shinu hodo Kimi no Shojo ga Hoshii
3495,"Sakura, Saku."
3496,Gokuto Jihen
3497,Kainushi Juujin to Pet Joshikousei
3498,Ensemble Stars!
3499,Risou no Himo Seikatsu
3500,Uchi no Tsukaima ga Sumimasen
3501,Arifureta Nichijou de Sekai Saikyou
3502,Shinobi Yoru Koi wa Kusemono
3503,Black Paradox
3504,Kimi no Neiro
3505,Tonari no Kashiwagi-san
3506,Kidou Senshi Gundam MSV-R: Johnny Ridden no Kikan
3507,360° Material
3508,Gokicha
3509,Accel World
3510,Shi ni Itaru Yamai
3511,Tonnura-san
3512,Hanasaku Iroha
3513,Strike Witches: Katayoku no Majo-tachi
3514,Tiger & Bunny The Comic
3515,Shinigamihime no Saikon
3516,Joshikouhei
3517,Renai Demo Classic
3518,Persona 4 The Magician
3519,Centaur no Nayami
3520,Kendo Shitouden Cestvs
3521,True Love
3522,The Unlimited: Hyoubu Kyousuke
3523,"Tensei shite High Elf ni Narimashita ga, Slow Life wa 120-nen de Akimashita"
3524,Ayashimon
3525,Busou Renkin
3526,Ueki no Housoku Plus
3527,Y十M: Yagyuu Ninpouchou
3528,Renai Junkie
3529,Naisho no Tsubomi
3530,Vampire Miyu
3531,Kaine
3532,Cat's Eye
3533,Variante
3534,Sonnan ja Nee yo
3535,Milk Crown Lovers
3536,A to Z
3537,Dr. wa Ijiwaru na Kisu de
3538,The Nightmare Before Christmas
3539,Roman
3540,Hello Harinezumi
3541,Shijou Saikyou no Gaiden
3542,Seishun Panda!
3543,Sousakusha
3544,Wolf Guy: Ookami no Monshou
3545,Benkyou no Jikan
3546,Esprit
3547,Inorihime wa Sora ni Warau
3548,Oyome ni Ikenai!
3549,Komomo Confiserie
3550,Mune ga Naru no wa Kimi no Sei
3551,Ashizuri Suizokukan
3552,Mayoke no Darling
3553,Kanna to Decchi
3554,Hibike! Euphonium: Kitauji Koukou Suisougaku-bu e Youkoso
3555,Bikachou Shinshi Kaikoroku
3556,Shuuden ni wa Kaeshimasu
3557,"Daidai wa, Hantoumei ni Nidone suru"
3558,Katsute Mahou Shoujo to Aku wa Tekitai shiteita.
3559,Baymax
3560,Inu-bu! Bokura no Shippo Senki
3561,Anne Happy♪
3562,Tenshi to Akuto!!
3563,Nibiiro Musica
3564,Hot Milk
3565,Jigoku Shoujo R
3566,Haru Koi
3567,Strike Witches Zero: 1937 Fusou Kaijihen
3568,Hallelujah Overdrive!
3569,Ao no Rhapsodia
3570,Kimi to Koi wo Shitta
3571,Josou Shounen Anthology Comic
3572,Woodstock
3573,Comic☆Studio
3574,Strike the Blood
3575,Hataraku Maou-sama! High School!
3576,Ozmafia!!
3577,Toaru Majutsu no Index: Endymion no Kiseki
3578,Koi nante Shinai!
3579,Sora yori mo Tooi Basho
3580,Toki wo Koeru Kage
3581,Watashi no Kobushi wo Uketomete!
3582,Kimi ga Shine: Tasuuketsu Death Game
3583,Koe no Chiisai Komori-san to Kusodeka Oogoe no Oobayashi-kun
3584,Worst Gaiden: Zetton-sensei
3585,Suenagaku Yoroshiku Onegaishimasu
3586,Mizuki-senpai no Koi Uranai
3587,Kao dake ja Suki ni Narimasen
3588,Daddy Darling
3589,Aa toka Uu shika Ienai
3590,Shounen wo Kau
3591,Dragon Ball Super
3592,Odette
3593,Swap⇔Swap
3594,Yuragi-sou no Yuuna-san
3595,Watashi to Sensei no Genjuu Shinryouroku
3596,Sounan desu ka?
3597,RWBY: Official Manga Anthology
3598,Fate/Grand Order: Mortalis:Stella
3599,Togari
3600,Gertrude no Recipe
3601,Dice
3602,Zelda no Densetsu: Fushigi no Kinomi - Jikuu no Shou
3603,Ichigo Channel
3604,Diamond Head
3605,Tetsunabe no Jan
3606,Zelda no Densetsu: Kamigami no Triforce (2005)
3607,Shinyaku Seisho
3608,Robot
3609,Potemayo
3610,Kimi ga Suki
3611,Chocolate Cosmos
3612,Heat
3613,7-genme wa Himitsu.
3614,Mokke
3615,Doors of Chaos
3616,Yurusarete Inai Watashitachi
3617,Shikabane Hime
3618,Toudo no Tabibito
3619,Sengoku Basara Ranse Ranbu
3620,Mayonaka Express
3621,Ai Ore!: Danshikou no Hime to Joshikou no Ouji
3622,Kono Yo no Owari e no Tabi
3623,Gin no Sankaku
3624,School Rumble Z
3625,Tales of Vesperia
3626,Lamento - Beyond the Void -
3627,Shitsuren Chocolatier
3628,Shurayuki-hime: Fukkatsu no Shou
3629,Shinyaku Ookami ga Kuru!
3630,Yoningurashi
3631,Gamble Fish
3632,Gakkou no Sensei
3633,Maruoka-san Chi no Kyouikugakari
3634,Blue
3635,Isekai Omotenashi Gohan
3636,Jingai no Yome to Ichaicha suru: Anthology Comic
3637,Ballad x Opera
3638,Zettai ni Tokimeite wa Ikenai!
3639,Meitantei Conan: Hannin no Hanzawa-san
3640,Neko ga Nishi Mukya
3641,Miageru to Kimi wa
3642,Ojou to Banken-kun
3643,Katabami to Ougon
3644,Boku no Hero Academia: Team Up Mission
3645,Mashima Hero's
3646,Nikurashii hodo Aishiteru
3647,Gyakusatsu Happy End
3648,Kai Byoui Ramune
3649,Hayaku Shitai Futari
3650,Kage no Jitsuryokusha ni Naritakute!: Shadow Gaiden
3651,Hikidashi ni Terrarium
3652,Bear Bear
3653,Final Fantasy Reishiki Gaiden: Hyouken no Shinigami
3654,Geten no Hana
3655,Aoi Uroko to Suna no Machi
3656,Amagi Brilliant Park
3657,Natsume Isaku Fanbook
3658,Danshi Koukousei no Nichijou Anthology
3659,Ichiba Kurogane wa Kasegitai
3660,Taihen Yoku Dekimashita.
3661,Durarara!! Relay
3662,Soumatou Kabushikigaisha
3663,Demokratia
3664,One Piece Party
3665,Harmony
3666,Kamui Den
3667,Uta no☆Prince-sama♪
3668,11-nin Iru!
3669,Miyori no Mori
3670,Otoko no Isshou
3671,Hayabusa: Sanada Dengekichou
3672,Kami ka Akuma ka
3673,Otogimoyou Ayanishiki: Futatabi
3674,The Innocent
3675,Reset!
3676,"""Aoi"" Hikaru ga Chikyuu ni Ita Koro......"
3677,High School DxD: Asia & Koneko no Himitsu no Keiyaku!?
3678,Hanayamata
3679,Mayonaka Lolita
3680,Hyper Police
3681,Kidou Senshi Gundam SEED: Astray
3682,Claudine...!
3683,Milk Crown
3684,Mamacolle
3685,Brilliant na Mahou
3686,Limited Lovers
3687,Kidou Senshi Gundam 00F
3688,First Girl
3689,Amai*Suppai*Horonigai
3690,Wild da mon♥
3691,Motto Itte♥
3692,Houkago Orange
3693,Hakuji
3694,Happy Happy Clover
3695,Little Little
3696,Gyakuten Saiban Official Anthology Comic: Mitsurugi-hen
3697,Mutsu Enmei-ryuu Gaiden: Shura no Toki
3698,Ginga Eiyuu Densetsu
3699,Be-Bop-Highschool
3700,Sentimental
3701,Goggles
3702,Mimi no Kaidan
3703,Perfect XXX
3704,Canaan
3705,Kanchigai Musume to Buchigire Ouji
3706,Zero
3707,Doublets
3708,Devil Summoner: Kuzunoha Raidou Tai Kodoku no Marebito
3709,Tsubaki Biyori
3710,"No Game No Life, desu!"
3711,Kyuusai no Hi
3712,Utsusemi ni Akari
3713,Yappari Taro-kun wa Kou Miete Igai to xxx desu.
3714,Boku ga Watashi ni Naru Tame ni
3715,Yami ni Hau Mono
3716,Kumanishi Bijutsubu Rough Sketch-senpai
3717,25-ji no Vacances
3718,Akame ga Kill! 1.5
3719,Sword Art Online Alternative: Gun Gale Online
3720,Tetsunaki no Kirinji
3721,Trinity Seven: Levi Ninden
3722,Taro-kun wa Kou Miete Igai to xxx desu.
3723,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e
3724,Ningyohime no Gomen ne Gohan
3725,LLLL
3726,Kiss made Ato 3 cm
3727,Kore kara Hajimaru Koi wo Oshiete
3728,Kanojo wa Mada Koi wo Shiranai
3729,Sekai no Hajikko to Anzu Jam
3730,Aitsu to Kanojo to Mahou no Te
3731,"Baito-saki wa ""Aku no Soshiki""!?"
3732,Watashi no Kawaii Koneko-chan
3733,6-gatsu no Love Letter
3734,Tabi to Gohan to Shuumatsu Sekai
3735,Choroi desu yo Onigoroshi-san!
3736,"Shounen, Chotto Sabotteko?"
3737,Sekiro Gaiden: Shinazu Hanbei
3738,Sword Art Online: Progressive - Houei no Barcarolle
3739,Sekai wa Owattemo Ikiru tte Tanoshii
3740,Unmei no Hito to Deaeru Koisuru Appli
3741,Fool Night
3742,Cherry Juice
3743,Café Kichijouji de
3744,Mikan no Tsuki
3745,Kilala☆Princess
3746,NOiSE
3747,Seikai no Monshou
3748,Canon
3749,Devil & Devil
3750,Onegai☆Teacher
3751,Manga Mitai na Koi Shitai!
3752,Noramimi
3753,Zelda no Densetsu: Fushigi no Boushi
3754,Gerbera
3755,Liberty☆Liberty!
3756,Koisuru Piano
3757,Toshiue no Hito
3758,Tsuki to Mizu no Yoru
3759,PaniPoni
3760,Luck Stealer
3761,Katakoi no Tsuki
3762,AAA
3763,Samurai Usagi
3764,Shinigami Lovers
3765,Tonari no Shugoshin
3766,Smash 1
3767,Shina Dark: Kuroki Tsuki no Ou to Souheki no Tsuki no Himegimi
3768,Angel♥Time
3769,Bound Beauty
3770,Dan Doh!!
3771,Boku no Platinum Lady
3772,Pygmalio
3773,Princess Ver.1
3774,99% Cacao
3775,Mother Keeper
3776,Hatsukoi ni Oboreta
3777,Ano Ko to Boku no Ie
3778,Onidere
3779,.hack//4-koma
3780,Tokyo Toy Box
3781,Clover
3782,Love Sick
3783,Koi wa Tenka no Mawarimono
3784,Hyakujuu Kingdom
3785,"Fly, Daddy, Fly"
3786,Dear Girl: Stories - Hibiki
3787,Angel Beats! The 4-koma: Bokura no Sensen Koushinkyoku♪
3788,Jigoku no Alice
3789,Tetsuwan Birdy Evolution
3790,Renai Kaidan Sayoko-san
3791,Hatsukoi no Tsuzuki
3792,Ashita Dorobou
3793,Hoshi wo Tsugu Mono
3794,Corseltel no Ryuujitsushi Monogatari
3795,Oda Nobuna no Yabou
3796,Getenrou
3797,Flowernoid no Shuufukushi
3798,Kimi ni Utsuru Hoshi
3799,Usotsuki Planet
3800,-Hitogatana-
3801,Kidou Senshi Gundam Unicorn: Bande Dessinee
3802,Honoo no Tenkousei
3803,Stand Up!!!!
3804,Wanitokagegisu
3805,Wolf Guy
3806,Watashi wa Shingo
3807,Rewrite: Side-R
3808,Boku to Kimi to de Niji ni Naru
3809,Cirque Arachne
3810,Scientia
3811,Boku wa Tomodachi ga Sukunai Shobon!
3812,Rurouni Kenshin: Tokuhitsuban
3813,Mayple-san no Koucha Jikan
3814,Hanazakari no Kimitachi e: After Story
3815,Yami no Naka no Crown
3816,Kyou mo Uchi de Machiawase
3817,Kanojo ni Naru Hi: Another
3818,Onnanoko ga Shinu Hanashi
3819,Toaru Nichijou no Index-san
3820,S Love
3821,Tsubasa: WoRLD CHRoNiCLE - Niraikanai-hen Shucchouban
3822,Persona 4: The Ultimax Ultra Suplex Hold
3823,Eyeshield 21
3824,Chikyuu no Owari wa Koi no Hajimari
3825,Good Night World
3826,Koi to Yobu ni wa Kimochi Warui
3827,Koe Koi
3828,Futsuu no Koiko-chan
3829,Okuru Kotoba
3830,Strawberry Fields wo Mou Ichido
3831,Shunkan Gradation
3832,Dragon Head
3833,Slayers Special
3834,Kamui
3835,Handsome na Kanojo
3836,Mai-Otome
3837,Girls Saurus DX
3838,Short Cuts
3839,Hyakuman Tsubu no Namida
3840,Sakura Rhythm
3841,Kimi no Kachi
3842,Crimson Grave
3843,Gakuen Sousei Nekoten!
3844,Hatsukare
3845,Uwasaya
3846,Sugar☆Family
3847,My Sweet Dragon
3848,Seirei no Moribito
3849,Super Mario Adventures: Mario no Daibouken
3850,Ike! Ina-chuu Takkyuubu
3851,Glittering X-Mas Story 2003
3852,Kidou Senshi Gundam: C.D.A. - Wakaki Suisei no Shouzou
3853,Tom Sawyer
3854,Cyboy
3855,Dash! Kappei
3856,Senjou no Valkyria: Gallian Chronicles
3857,Seiken no Blacksmith
3858,Mismarca Koukoku Monogatari
3859,Shounen Maid
3860,Boku no Kanojo wa Saikou desu!
3861,Tenchi Souzou Design-bu
3862,Dakara Miyoko Desu
3863,Mikazuki no Karte
3864,Kindaichi 37-sai no Jikenbo
3865,Kono Koi wa Fukami-kun no Plan ni wa Nai.
3866,Kengan Ashura 0
3867,"Mochiron, Isharyou Seikyuu Itashimasu!"
3868,Elf to Shuryoushi no Item Koubou
3869,"""Omae Gotoki ga Maou ni Kateru to Omouna"" to Yuusha Party wo Tsuihou sareta node, Outo de Kimama ni Kurashitai the Comic"
3870,Shuumatsu no Walküre: Lu Bu Housen Hishouden
3871,Tasogare Memorandum
3872,10th: You and I fell in love with the same person.
3873,JK to Tomodachi no Okan
3874,Kurogane no Valhallian
3875,Ottoman
3876,Jewelry: Hane to Kotori no Subarashiki Hibi
3877,Men's Life
3878,Reo to Mabu: Futari wa Sarazanmai
3879,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden
3880,Koi wa Kamen no Uchigawa ni
3881,Kaii to Otome to Kamikakushi
3882,Sore wa Rei no Shiwaza desu
3883,Coffee & Vanilla Black
3884,#DRCL Midnight Children
3885,Saint Seiya: Saintia Shou
3886,Heart no Kuni no Alice: Koisuru Ibara no Meikyuu
3887,Hope
3888,Shinigami-sama to 4-nin no Kanojo
3889,Hanabatake to Wakarebanashi
3890,Sarishinohara
3891,Wakako-zake
3892,Suicide Parabellum
3893,Kotonoba Drive
3894,Stretch
3895,Binetsu Kuukan
3896,"Sayonara, Heron"
3897,SK8R'S
3898,Chikyuu no Houkago
3899,Sora no Yousei
3900,Danna ga Nani wo Itteiru ka Wakaranai Ken
3901,Persona Q: Shadow of the Labyrinth - Side:P4
3902,Blend S
3903,Udon no Kuni no Kiniro Kemari
3904,Meisou Senshi Nagata Kabi
3905,Kill Me Baby
3906,Alosmente
3907,La Quinta Camera
3908,Zennou no Noa
3909,Blue Friend
3910,Mashiro no Oto
3911,Mahochuu!
3912,Brave 10 Spiral
3913,Papa no Iukoto wo Kikinasai!: Takanashi no Hidamari
3914,Tenshi ½ Houteishiki
3915,Tsubaki-chan no Nayamigoto
3916,Biohazard: Marhawa Desire
3917,Papa no Iukoto wo Kikinasai!: Usagi no Mark
3918,Mashikaku Rock
3919,Dadadadan.
3920,Accel World/Dural: Magisa Garden
3921,Flip Flap: Okamoto Lynn Tanpenshuu
3922,Hana to Hoshi
3923,Aku no Kyouten
3924,Dance in the Vampire Bund: Sledge Hammer no Tsuioku
3925,Yorozuya Toukaidou Honpo
3926,Ozanari Dungeon
3927,Bastard!! Ankoku no Hakaishin
3928,Earthian
3929,Gyo: Ugomeku Bukimi
3930,Translucent: Kanojo wa Hantoumei
3931,Manhole
3932,Ribbon no Kishi
3933,Tenma no Ketsuzoku
3934,Kami to Sengoku Seitokai
3935,Home
3936,Deadman
3937,Boku wo Tsutsumu Tsuki no Hikari: BokuTama Jisedai-hen
3938,Honey Hunt
3939,Tokage
3940,Auto Focus
3941,Hadaka no Ouji-sama: Love Kingdom
3942,Sweet II - Embrace Me Until I Break
3943,"Ima, Ai ni Yukimasu"
3944,Dragon Quest Retsuden: Roto no Monshou
3945,Rakuen Route
3946,Maria†Holic
3947,Outlaw Star
3948,Clamp in Wonderland EX
3949,Lady!!
3950,Versailles no Bara Gaiden
3951,Emma
3952,Gokujou no Yoru wo Ageru
3953,Baccano! 1931 The Grand Punk Railroad
3954,Kokuhaku Club
3955,Yuki no Kuni kara
3956,Aisubeki Musumetachi
3957,Shinigami to Chocolate Parfait
3958,Souten Kouro
3959,Vampir
3960,Higurashi no Naku Koro ni: Hirukowashi-hen
3961,Kirei no Tamago
3962,Innocents Shounen Juujigun
3963,Gakkou no Sensei
3964,Kiss Me Host-Gumi
3965,Happy Sugar Life
3966,Koro-sensei Q!
3967,Sword Art Online: Hollow Realization
3968,NeuN
3969,Bocchi Hakase to Robot Shoujo no Zetsubouteki Utopia
3970,Toshishita no Otokonoko
3971,20 Seiki Shounen Tanteidan
3972,"Yamete kudasai, Koishii desu."
3973,Sekai no Owari no Encore
3974,High School DxD: Akuma no Oshigoto
3975,23:45
3976,Nyankees
3977,Shinainaru A-jou e no Mystery
3978,Rurouni Kenshin: Meiji Kenkaku Romantan - Hokkaido-hen
3979,Gesshoku Kitan
3980,Mejirobana no Saku
3981,Otome Danshi ni Koisuru Otome
3982,Pashiri na Boku to Koisuru Banchou-san
3983,Game of Familia: Kazoku Senki
3984,K-On! Shuffle
3985,Kao ni Denai Kashiwada-san to Kao ni Deru Oota-kun
3986,Shiawase Kanako no Koroshiya Seikatsu
3987,Maou-sama to Kekkon shitai
3988,Yochi Nouryoku Manga: Kunou Chiyo
3989,Undead Unluck
3990,Ameagari no Bokura ni Tsuite
3991,"Ijimeru Aitsu ga Warui no ka, Ijimerareta Boku ga Warui no ka?"
3992,Cinderella wa Sagasanai.
3993,Koisuru Mitsuba
3994,Shinazu no Ryouken
3995,Sakurasaku Syndrome
3996,Re:Marina
3997,4-koma Koushiki Anthology: Toaru Kagaku no Railgun x Toaru Majutsu no Index
3998,Yuki wa Jigoku ni Ochiru no ka
3999,Seikai no Monshou
4000,Monster Girl
4001,Baki Gaiden: Kizuzura
4002,Harigane Service
4003,Minidura
4004,Mezametara Hana no Kiss
4005,Ashita no 3600-byou
4006,Time Stranger Kyoko
4007,Gachagacha
4008,Boku ni Natta Watashi
4009,Tsurebito
4010,"Haru yo, Koi"
4011,Ichiban!!!
4012,Zetsuai 1989
4013,Kamichu!
4014,K no Souretsu
4015,Ciguatera
4016,HaruHana
4017,Ryuuguuden
4018,Souta-kun no Akihabara Funtouki
4019,Usagi Drop
4020,Iinazuke Ryokan
4021,Kirai
4022,Midnight☆Children
4023,Sakigake!! Otokojuku
4024,Mirumo de Pon!
4025,Boku no Koi no Hanashi Himegoto
4026,Ichigeki Sacchuu!! Hoihoi-san
4027,Hizamazuite Ai wo Chikae
4028,Ja-Dou: Tenmou Yatan
4029,Goraihou Gakuen e Youkoso!
4030,Akuma de Koibito.
4031,Kimi ga Aruji de Shitsuji ga Ore de
4032,Naki Shoujo no Tame no Pavane
4033,17
4034,Hot Road
4035,Coffee Jikan
4036,Kuzumoto-san Chi no Yonkyoudai
4037,Let's☆Lagoon
4038,Tousei Gensou Hakubutsushi
4039,Sister Generator
4040,Shinigami-sama ni Saigo no Onegai wo
4041,Zettai†Joousei
4042,Saikyou! Toritsu Aoizaka Koukou Yakyuubu
4043,Yashio to Mikumo
4044,MM!
4045,Dear!
4046,Boku no Lily
4047,Hakuouki
4048,Kiss made no Kyori
4049,Helvetica Standard
4050,Mahou Shoujo Madoka★Magica: Anthology Comic
4051,Kidou Senshi Crossbone Gundam: Ghost
4052,49
4053,K: Stray Dog Story
4054,Black Bullet
4055,Shinigamihime no Saikon: Baraen no Tokei Koushaku
4056,Doubt!
4057,Jesus
4058,Oumagadoki Doubutsuen
4059,Hanza Sky
4060,Magnolia
4061,Wolfsmund
4062,Super Doctor K
4063,Liselotte to Majo no Mori
4064,DCD
4065,Katakoi Drops
4066,Kataribe no List
4067,Haikyo Shoujo
4068,Naisho no Jikan
4069,Young Black Jack
4070,The iDOLM@STER 2: The World Is All One!!
4071,Tail Star
4072,"Omae wo Otaku ni Shiteyaru kara, Ore wo Riajuu ni Shitekure!"
4073,Eiyuu Densetsu: Zero no Kiseki Pre-story - Shinpan no Yubiwa
4074,Majo to Hatsukoi.
4075,Me ni wa Sayaka ni
4076,Neko Ane.
4077,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita"
4078,Neeko wa Tsurai yo
4079,Hitman
4080,Tou no Kanri wo Shitemiyou
4081,Shouwa Otome Otogibanashi
4082,Hataraku Saibou Baby
4083,Santairiku Eiyuuki
4084,Marvel x Shounen Jump+ Super Collaboration
4085,Akuyaku Reijou Tensei Ojisan
4086,"Mezametara Saikyou Soubi to Uchuusenmochi Datta node, Ikkodate Mezashite Youhei toshite Jiyuu ni Ikitai"
4087,Inoue-kun Hajimemasen ka?
4088,Juujin-san to Ohana-chan
4089,Otomege no Mob desura Nai n da ga
4090,Tonari no Oneesan ga Suki
4091,Kanojo wa Rokurokubi
4092,Kao ni Dasenai Yoshizawa-kun
4093,"Hoshi to Kuzu: Don't Worry, Be Happy!"
4094,Bye-bye Liberty
4095,Fushigi no Kuni no Arisugawa-san
4096,Ningyou no Kuni
4097,Babylon made wa Nankounen?
4098,Kirei ni Shitemoraemasu ka.
4099,Koi to Utatane
4100,Beautiful People
4101,Kidou Senshi Gundam 0079
4102,Princess Princess Plus
4103,Gorgeous Carat Galaxy
4104,Nanase
4105,Waltz wa Shiroi Dress de
4106,Made in Heaven
4107,Oka no Ue no Rakuen
4108,Zelda no Densetsu: Fushigi no Kinomi - Daichi no Shou
4109,Getter Robo
4110,Kurogane
4111,Ultra Red
4112,Kimi wa Boku wo Suki ni Naru
4113,Ringo Nikki
4114,Sweet Black
4115,Lovesick
4116,Hitohira no Koi ga Furu
4117,Otona no Jikan
4118,Hachimitsu no Hana
4119,Bari Haken
4120,Kiss Kiss
4121,Kidou Senshi Gundam 00
4122,Corseltel no Ryuujitsushi
4123,Neko Ramen
4124,Hajime-chan ga Ichiban!
4125,Fuan no Tane+
4126,Bishounen Moraimashita
4127,Himitsu no Shitsuji-kun
4128,"Konya, Kimi ni Ai ni Iku"
4129,Rumic World
4130,Higurashi no Naku Koro ni: Kokoroiyashi-hen
4131,Kimi no Tonari de Seishunchuu.
4132,Crazy Love Game
4133,Tsumi Koi
4134,Venus ni Arazu
4135,Kakko Warukute Kakkoii Kimi
4136,Try Me Boy!
4137,Drop
4138,Chibi-san Date
4139,Tenkuu Shinpan
4140,Space☆Dandy
4141,Kin no Kanojo Gin no Kanojo
4142,Complex Age
4143,Boku wa Mondai Arimasen
4144,7th Garden
4145,Onyanoko Darlin'
4146,Heart no Kuni no Alice: Tokei Usagi to Gogo no Koucha wo
4147,Hello Again
4148,Yumekoi
4149,Sword Art Online: Girls Ops
4150,"Koi toka, Kiss toka, Karada toka."
4151,Kirisame ga Furu Mori
4152,Enidewi
4153,Kagerou Daze Koushiki Anthology Comic: Bitter
4154,"Sennen no Tsubasa, Hyakunen no Yume: les Gardiens du Louvre"
4155,Love Phantom
4156,Hai to Gensou no Grimgar
4157,Coffee & Vanilla
4158,Charlotte the 4-koma: Seishun wo Kakenukero!
4159,Working!! Web-ban
4160,Souboutei Kowasubeshi
4161,Boku to Ane no Kekkon
4162,Hotarubi no Mori e Aizouban
4163,Trinity Seven: Liese Chronicle
4164,Aono-kun ni Sawaritai kara Shinitai
4165,Sekai ka Kanojo ka Erabenai
4166,Osake wa Fuufu ni Natte kara
4167,Dive in the Vampire Bund
4168,Koukou Kyuuji Zawa-san
4169,Zettai☆Reiiki
4170,Girlish Sweet: Atashi no Kanojo
4171,Dainana Joshikai Houkou
4172,Denpa Onna to Seishun Otoko
4173,Tsuki Tsuki!
4174,Fukashigi Philia
4175,Tiger & Bunny Comic Anthology
4176,Waltz
4177,Renren Zakari
4178,Sangoku Rensenki: Otome no Heihou!
4179,Majime na Jikan
4180,Hibari no Asa
4181,Kakuritsu Sousakan Mikoshiba Gakuto
4182,Last Notes
4183,Shinmai Maou no Testament
4184,Kuro no Tantei
4185,Himouto! Umaru-chan G
4186,"Akuyaku Reijou wa, Shomin ni Totsugitai!!"
4187,Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu.
7000,Kyo→dai dakara Nanda yo!?
7001,Lovely♥Lesson: Hair Make-hen
7002,Heureka
7003,Hoshi no Canvas
7004,Kiseki no Koibana
7005,Magarikado no Bokura
7006,Hokuto no Ken - Jagi Gaiden
7007,Ohitorisama Monogatari
7008,Manga no Tsukurikata
7009,Yu☆Gi☆Oh! 5D's
7010,Imomushi
7011,Twinkle Cherry
7012,Yami no Alexandra
7013,Hatsujou Junjou☆Douwa
7014,Metallic Colors
7015,Tabetai Hito
7016,Survival: Shounen S no Kiroku
7017,Samishii Hito
7018,Akuyaku Cinderella
7019,Yu☆Gi☆Oh! Arc-V
7020,Boku to René to Aoarashi
7021,Rozen Maiden 0
7022,Boku wa Uchuujin ni Koi wo Shita.
